LineCondition,SubjectNumber,Block,Trial,Time,Key,Exp,Error,Condition
Long,10,2,30,1174,1,1,1,1
Long,10,3,1,1742,0,0,1,2
Long,10,3,2,1144,1,1,1,1
Long,10,3,3,942,1,1,1,1
Long,10,3,4,2570,0,1,0,3
Long,10,3,5,680,1,1,1,1
Long,10,3,6,2366,0,0,1,3
Long,10,3,7,1642,0,0,1,1
Long,10,3,8,766,1,1,1,2
Long,10,3,9,628,1,1,1,2
Long,10,3,10,1056,1,1,1,1
Long,10,3,11,3104,0,0,1,3
Long,10,3,12,1786,0,0,1,2
Long,10,3,13,1002,0,0,1,1
Long,10,3,14,3022,0,0,1,3
Long,10,3,15,1110,0,0,1,1
Long,10,3,16,1690,0,0,1,2
Long,10,3,17,746,0,0,1,1
Long,10,3,18,1154,0,0,1,2
Long,10,3,19,960,0,0,1,1
Long,10,3,20,1194,0,0,1,2
Long,10,3,21,748,1,1,1,2
Long,10,3,22,940,1,1,1,2
Long,10,3,23,1898,1,1,1,1
Long,10,3,24,1156,1,1,1,3
Long,10,3,25,642,1,1,1,2
Long,10,3,26,1814,0,1,0,3
Long,10,3,27,888,1,1,1,3
Long,10,3,28,3826,0,0,1,3
Long,10,3,29,1026,1,1,1,3
Long,10,3,30,2606,0,0,1,3
Long,10,4,1,986,1,1,1,2
Long,10,4,2,2770,0,0,1,1
Long,10,4,3,2826,1,1,1,2
Long,10,4,4,744,1,1,1,2
Long,10,4,5,1142,1,1,1,1
Long,10,4,6,1014,0,0,1,1
Long,10,4,7,1652,0,0,1,1
Long,10,4,8,1536,1,1,1,3
Long,10,4,9,1472,1,1,1,3
Long,10,4,10,854,1,1,1,1
Long,10,4,11,2068,1,1,1,3
Long,10,4,12,2198,0,0,1,3
Long,10,4,13,1858,0,0,1,3
Long,10,4,14,3280,0,0,1,3
Long,10,4,15,984,1,1,1,1
Long,10,4,16,1328,1,1,1,1
Long,10,4,17,1396,0,0,1,1
Long,10,4,18,2498,1,1,1,2
Long,10,4,19,2072,0,0,1,2
Long,10,4,20,2146,1,1,1,3
Long,10,4,21,1180,1,1,1,2
Long,10,4,22,2864,0,0,1,3
Long,10,4,23,2770,0,0,1,2
Long,10,4,24,1444,0,0,1,2
Long,10,4,25,3510,0,0,1,3
Long,10,4,26,924,0,0,1,1
Long,10,4,27,1858,0,0,1,2
Long,10,4,28,1770,1,1,1,3
Long,10,4,29,1898,0,0,1,2
Long,10,4,30,982,1,1,1,1
Long,10,5,1,1042,0,0,1,1
Long,10,5,2,828,1,1,1,2
Long,10,5,3,1220,1,1,1,2
Long,10,5,4,724,1,1,1,3
Long,10,5,5,2350,1,1,1,2
Long,10,5,6,1466,0,0,1,1
Long,10,5,7,1522,0,0,1,1
Long,10,5,8,1796,1,1,1,3
Long,10,5,9,3714,0,0,1,3
Long,10,5,10,1588,0,0,1,2
Long,10,5,11,2384,0,0,1,1
Long,10,5,12,2114,0,0,1,2
Long,10,5,13,638,1,1,1,1
Long,10,5,14,3578,0,1,0,3
Long,10,5,15,3860,0,0,1,3
Long,10,5,16,936,1,1,1,2
Long,10,5,17,1236,1,1,1,1
Long,10,5,18,2114,0,0,1,2
Long,10,5,19,5336,0,0,1,3
Long,10,5,20,2556,0,0,1,3
Long,10,5,21,828,1,1,1,2
Long,10,5,22,1458,0,0,1,2
Long,10,5,23,1060,1,1,1,1
Long,10,5,24,962,1,1,1,1
Long,10,5,25,2316,0,0,1,2
Long,10,5,26,1764,1,1,1,3
Long,10,5,27,1356,0,0,1,1
Long,10,5,28,3566,0,0,1,3
Long,10,5,29,1094,1,1,1,3
Long,10,5,30,1362,0,1,0,1
Long,11,1,1,3600,0,0,1,3
Long,11,1,2,1948,0,0,1,2
Long,11,1,3,1132,1,1,1,2
Long,11,1,4,2412,0,0,1,3
Long,11,1,5,1170,0,0,1,1
Long,11,1,6,1368,0,0,1,2
Long,11,1,7,1498,0,0,1,2
Long,11,1,8,2214,1,1,1,3
Long,11,1,9,1256,0,0,1,1
Long,11,1,10,1094,1,1,1,1
Long,11,1,11,2516,0,0,1,3
Long,11,1,12,1496,1,1,1,2
Long,11,1,13,2388,0,0,1,2
Long,11,1,14,3732,0,0,1,3
Long,11,1,15,2630,1,1,1,2
Long,11,1,16,742,1,1,1,1
Long,11,1,17,1184,1,1,1,1
Long,11,1,18,1332,1,1,1,3
Long,11,1,19,4336,1,1,1,1
Long,11,1,20,1242,0,0,1,1
Long,11,1,21,1464,1,1,1,3
Long,11,1,22,1694,1,1,1,2
Long,11,1,23,3022,1,1,1,3
Long,11,1,24,1638,0,0,1,1
Long,11,1,25,1508,1,1,1,2
Long,11,1,26,4288,0,0,1,2
Long,11,1,27,1208,0,0,1,1
Long,11,1,28,3122,0,0,1,3
Long,11,1,29,2136,1,1,1,3
Long,11,1,30,1082,1,1,1,1
Long,11,2,1,1300,1,1,1,2
Long,11,2,2,3540,0,0,1,3
Long,11,2,3,1632,0,0,1,2
Long,11,2,4,1766,1,1,1,3
Long,11,2,5,2990,0,0,1,3
Long,11,2,6,1026,0,0,1,1
Long,11,2,7,814,1,1,1,1
Long,11,2,8,1494,0,0,1,1
Long,11,2,9,1432,1,1,1,2
Long,11,2,10,2386,0,0,1,3
Long,11,2,11,1690,1,1,1,1
Long,11,2,12,1458,0,0,1,2
Long,11,2,13,1074,1,1,1,2
Long,11,2,14,2936,1,1,1,1
Long,11,2,15,1786,1,1,1,3
Long,11,2,16,1192,1,1,1,2
Long,11,2,17,1178,1,1,1,2
Long,11,2,18,3598,0,0,1,3
Long,11,2,19,1660,1,1,1,1
Long,11,2,20,2000,0,0,1,1
Long,11,2,21,3848,1,1,1,3
Long,11,2,22,1500,0,0,1,1
Long,11,2,23,1728,0,0,1,1
Long,11,2,24,2428,0,0,1,2
Long,11,2,25,1578,1,1,1,1
Long,11,2,26,2996,0,0,1,3
Long,11,2,27,3488,1,1,1,3
Long,11,2,28,1634,1,1,1,3
Long,11,2,29,4808,0,0,1,2
Long,11,2,30,3146,0,0,1,2
Long,11,3,1,1022,1,1,1,1
Long,11,3,2,1664,0,0,1,1
Long,11,3,3,1060,1,1,1,3
Long,11,3,4,3386,0,0,1,3
Long,11,3,5,3060,0,0,1,3
Long,11,3,6,4568,0,0,1,3
Long,11,3,7,836,1,1,1,1
Long,11,3,8,3972,0,1,0,3
Long,11,3,9,1780,1,1,1,2
Long,11,3,10,1146,0,0,1,1
Long,11,3,11,706,1,1,1,1
Long,11,3,12,1734,0,0,1,2
Long,11,3,13,706,1,1,1,1
Long,11,3,14,1156,0,0,1,1
Long,11,3,15,842,0,0,1,1
Long,11,3,16,1184,0,0,1,2
Long,11,3,17,1204,0,0,1,2
Long,11,3,18,948,1,1,1,3
Long,11,3,19,1008,1,1,1,3
Long,11,3,20,3174,0,0,1,3
Long,11,3,21,2822,0,0,1,2
Long,11,3,22,1866,1,1,1,2
Long,11,3,23,1050,1,1,1,3
Long,11,3,24,1724,1,1,1,1
Long,11,3,25,4104,0,0,1,3
Long,11,3,26,2050,1,1,1,2
Long,11,3,27,1670,1,1,1,2
Long,11,3,28,2216,0,0,1,1
Long,11,3,29,2594,0,0,1,2
Long,11,3,30,886,1,1,1,2
Long,11,4,1,1058,1,1,1,1
Long,11,4,2,818,1,1,1,3
Long,11,4,3,2266,1,1,1,3
Long,11,4,4,1056,1,1,1,3
Long,11,4,5,1426,1,1,1,2
Long,11,4,6,1844,0,0,1,1
Long,11,4,7,2092,0,0,1,3
Long,11,4,8,900,1,1,1,2
Long,11,4,9,2324,0,0,1,2
Long,11,4,10,2164,0,0,1,1
Long,11,4,11,2404,0,0,1,2
Long,11,4,12,2220,0,0,1,2
Long,11,4,13,2560,0,0,1,2
Long,11,4,14,1030,1,1,1,1
Long,11,4,15,4202,1,1,1,2
Long,11,4,16,2610,1,1,1,1
Long,11,4,17,3452,0,0,1,3
Long,11,4,18,984,0,0,1,1
Long,11,4,19,1288,0,0,1,1
Long,11,4,20,1354,1,1,1,3
Long,11,4,21,3158,0,0,1,2
Long,11,4,22,1240,1,1,1,2
Long,11,4,23,2956,0,0,1,3
Long,11,4,24,980,1,1,1,2
Long,11,4,25,964,0,0,1,1
Long,11,4,26,1902,0,0,1,3
Long,11,4,27,824,1,1,1,1
Long,11,4,28,1584,1,1,1,1
Long,11,4,29,2692,0,0,1,3
Long,11,4,30,1140,1,1,1,3
Long,11,5,1,1632,0,0,1,2
Long,11,5,2,764,0,0,1,1
Long,11,5,3,1930,0,0,1,3
Long,11,5,4,2722,0,0,1,3
Long,11,5,5,802,1,1,1,2
Long,11,5,6,1676,1,0,0,2
Long,11,5,7,1350,1,1,1,2
Long,11,5,8,1072,0,0,1,1
Long,11,5,9,1856,0,0,1,3
Long,11,5,10,1238,1,1,1,3
Long,11,5,11,2814,0,0,1,3
Long,11,5,12,1300,1,1,1,1
Long,11,5,13,1964,0,1,0,3
Long,11,5,14,1798,1,1,1,3
Long,11,5,15,964,1,1,1,2
Long,11,5,16,1606,0,0,1,1
Long,11,5,17,1862,0,0,1,2
Long,11,5,18,1844,0,0,1,2
Long,11,5,19,3748,0,0,1,3
Long,11,5,20,876,1,1,1,2
Long,11,5,21,1896,1,1,1,3
Long,11,5,22,1146,1,1,1,3
Long,11,5,23,706,1,1,1,1
Long,11,5,24,1278,1,1,1,2
Long,11,5,25,3480,0,0,1,2
Long,11,5,26,1604,0,0,1,1
Long,11,5,27,1710,1,1,1,1
Long,11,5,28,906,1,1,1,1
Long,11,5,29,768,1,1,1,1
Long,11,5,30,2128,0,0,1,1
Long,12,1,1,1406,1,1,1,1
Long,12,1,2,2026,1,1,1,3
Long,12,1,3,2696,0,0,1,3
Long,12,1,4,1858,0,0,1,2
Long,12,1,5,1794,1,1,1,2
Long,12,1,6,1088,1,1,1,1
Long,12,1,7,1836,0,0,1,2
Long,12,1,8,1534,0,0,1,1
Long,12,1,9,1206,1,1,1,2
Long,12,1,10,1032,1,1,1,3
Long,12,1,11,1236,1,1,1,3
Long,12,1,12,2722,0,0,1,3
Long,12,1,13,1026,0,0,1,1
Long,12,1,14,2860,1,1,1,3
Long,12,1,15,1926,0,0,1,3
Long,12,1,16,1902,1,1,1,2
Long,12,1,17,1978,0,0,1,2
Long,12,1,18,1796,0,0,1,3
Long,12,1,19,1416,0,0,1,1
Long,12,1,20,2670,0,0,1,3
Long,12,1,21,1330,1,1,1,1
Long,12,1,22,928,1,1,1,2
Long,12,1,23,1302,1,1,1,3
Long,12,1,24,1236,0,0,1,1
Long,12,1,25,1226,0,0,1,1
Long,12,1,26,1026,1,1,1,2
Long,12,1,27,724,1,1,1,1
Long,12,1,28,982,1,1,1,1
Long,12,1,29,1638,0,0,1,2
Long,12,1,30,2060,0,0,1,2
Long,12,2,1,1180,0,0,1,1
Long,12,2,2,1480,0,0,1,2
Long,12,2,3,934,1,1,1,1
Long,12,2,4,580,1,1,1,2
Long,12,2,5,604,1,1,1,1
Long,12,2,6,884,0,0,1,1
Long,12,2,7,870,1,1,1,1
Long,12,2,8,1842,0,0,1,2
Long,12,2,9,1434,0,0,1,1
Long,12,2,10,734,1,1,1,1
Long,12,2,11,1366,0,0,1,2
Long,12,2,12,1056,0,0,1,2
Long,12,2,13,1664,0,0,1,3
Long,12,2,14,850,1,1,1,2
Long,12,2,15,904,1,1,1,2
Long,12,2,16,1266,0,0,1,1
Long,12,2,17,1580,0,0,1,3
Long,12,2,18,1016,1,1,1,2
Long,12,2,19,1172,1,1,1,2
Long,12,2,20,992,1,1,1,3
Long,12,2,21,944,0,0,1,1
Long,12,2,22,838,1,1,1,3
Long,12,2,23,1084,1,1,1,3
Long,12,2,24,1658,1,1,1,3
Long,12,2,25,2046,0,0,1,3
Long,12,2,26,1994,0,0,1,3
Long,12,2,27,1218,1,1,1,1
Long,12,2,28,1292,0,0,1,2
Long,12,2,29,1058,0,0,1,3
Long,12,2,30,908,1,1,1,3
Long,12,3,1,648,1,1,1,1
Long,12,3,2,746,1,1,1,2
Long,12,3,3,874,0,0,1,2
Long,12,3,4,710,0,0,1,1
Long,12,3,5,906,1,1,1,2
Long,12,3,6,602,1,1,1,2
Long,12,3,7,1368,0,0,1,3
Long,12,3,8,1314,1,1,1,3
Long,12,3,9,1648,1,1,1,3
Long,12,3,10,828,1,1,1,3
Long,12,3,11,620,1,1,1,3
Long,12,3,12,1024,0,0,1,1
Long,12,3,13,1364,1,1,1,2
Long,12,3,14,1614,0,0,1,2
Long,12,3,15,1950,0,0,1,3
Long,12,3,16,1428,0,0,1,2
Long,12,3,17,862,0,0,1,1
Long,12,3,18,562,0,0,1,1
Long,12,3,19,1278,0,0,1,2
Long,12,3,20,1392,1,1,1,1
Long,12,3,21,646,1,1,1,1
Long,12,3,22,824,1,1,1,2
Long,12,3,23,2360,0,0,1,3
Long,12,3,24,900,1,1,1,1
Long,12,3,25,852,1,1,1,1
Long,12,3,26,1176,0,0,1,1
Long,12,3,27,1070,1,1,1,3
Long,12,3,28,1308,0,0,1,3
Long,12,3,29,1620,0,0,1,2
Long,12,3,30,1340,0,0,1,3
Long,12,4,1,1546,0,0,1,3
Long,12,4,2,1328,0,0,1,2
Long,12,4,3,1070,0,0,1,3
Long,12,4,4,700,1,1,1,2
Long,12,4,5,690,1,1,1,1
Long,12,4,6,728,1,1,1,2
Long,12,4,7,1226,1,1,1,2
Long,12,4,8,848,1,1,1,3
Long,12,4,9,1806,0,0,1,2
Long,12,4,10,1178,0,0,1,2
Long,12,4,11,1390,0,0,1,1
Long,12,4,12,700,1,1,1,3
Long,12,4,13,1032,0,0,1,2
Long,12,4,14,908,0,0,1,2
Long,12,4,15,1026,0,0,1,1
Long,12,4,16,814,0,0,1,1
Long,12,4,17,1896,1,1,1,3
Long,12,4,18,1674,0,0,1,3
Long,12,4,19,1498,0,0,1,3
Long,12,4,20,1070,0,0,1,3
Long,12,4,21,1160,0,0,1,1
Long,12,4,22,840,1,1,1,1
Long,12,4,23,1676,1,1,1,3
Long,12,4,24,766,1,1,1,1
Long,12,4,25,924,1,1,1,2
Long,12,4,26,1748,1,1,1,2
Long,12,4,27,934,0,0,1,1
Long,12,4,28,722,1,1,1,3
Long,12,4,29,556,1,1,1,1
Long,12,4,30,664,1,1,1,1
Long,12,5,1,1058,1,1,1,3
Long,12,5,2,514,1,1,1,2
Long,12,5,3,602,1,1,1,1
Long,12,5,4,674,1,1,1,2
Long,12,5,5,1306,0,0,1,2
Long,12,5,6,1154,0,0,1,3
Long,12,5,7,832,1,1,1,1
Long,12,5,8,662,1,1,1,2
Long,12,5,9,710,1,1,1,2
Long,12,5,10,2130,0,0,1,3
Long,12,5,11,1206,0,1,0,3
Long,12,5,12,1536,0,0,1,1
Long,12,5,13,1046,0,0,1,1
Long,12,5,14,1312,1,1,1,1
Long,12,5,15,1430,0,0,1,2
Long,12,5,16,1306,0,0,1,3
Long,12,5,17,1368,0,0,1,2
Long,12,5,18,1064,0,0,1,1
Long,12,5,19,2584,0,0,1,3
Long,12,5,20,886,0,0,1,1
Long,12,5,21,824,1,1,1,1
Long,12,5,22,1056,1,1,1,3
Long,12,5,23,2074,0,0,1,3
Long,12,5,24,1602,0,0,1,2
Long,12,5,25,1004,1,1,1,3
Long,12,5,26,986,0,0,1,1
Long,12,5,27,1074,0,0,1,2
Long,12,5,28,1162,1,1,1,3
Long,12,5,29,800,1,1,1,1
Long,12,5,30,866,1,1,1,2
Long,13,1,1,1552,0,0,1,3
Long,13,1,2,1736,0,0,1,3
Long,13,1,3,1540,0,0,1,1
Long,13,1,4,1852,0,0,1,3
Long,13,1,5,932,0,0,1,1
Long,13,1,6,1640,0,0,1,2
Long,13,1,7,2366,0,0,1,2
Long,13,1,8,2378,0,0,1,2
Long,13,1,9,1018,0,0,1,1
Long,13,1,10,902,1,1,1,2
Long,13,1,11,1104,1,1,1,2
Long,13,1,12,1300,1,1,1,2
Long,13,1,13,3386,0,0,1,3
Long,13,1,14,966,1,1,1,2
Long,13,1,15,926,1,1,1,1
Long,13,1,16,1508,1,1,1,3
Long,13,1,17,1910,0,0,1,2
Long,13,1,18,1080,0,0,1,1
Long,13,1,19,1006,0,1,0,1
Long,13,1,20,2308,1,1,1,3
Long,13,1,21,1230,1,1,1,1
Long,13,1,22,1828,0,0,1,2
Long,13,1,23,1126,1,1,1,3
Long,13,1,24,1462,0,0,1,3
Long,13,1,25,1054,1,1,1,1
Long,13,1,26,1486,0,1,0,3
Long,13,1,27,1220,0,0,1,1
Long,13,1,28,914,1,1,1,2
Long,13,1,29,1162,1,1,1,3
Long,13,1,30,912,1,1,1,1
Long,13,2,1,1324,0,0,1,1
Long,13,2,2,1898,0,0,1,1
Long,13,2,3,932,1,1,1,3
Long,13,2,4,1882,1,1,1,1
Long,13,2,5,864,1,1,1,1
Long,13,2,6,1866,1,1,1,3
Long,13,2,7,1538,1,1,1,2
Long,13,2,8,2282,1,1,1,2
Long,13,2,9,1662,0,0,1,3
Long,13,2,10,3066,0,0,1,3
Long,13,2,11,1686,1,1,1,3
Long,13,2,12,1320,0,0,1,1
Long,13,2,13,1334,0,0,1,2
Long,13,2,14,1378,1,1,1,3
Long,13,2,15,1738,1,1,1,2
Long,13,2,16,2398,0,0,1,3
Long,13,2,17,1974,0,0,1,2
Long,13,2,18,1640,1,1,1,2
Long,13,2,19,2180,0,0,1,3
Long,13,2,20,1692,0,0,1,1
Long,13,2,21,1076,0,0,1,1
Long,13,2,22,2604,1,1,1,1
Long,13,2,23,1590,1,1,1,2
Long,13,2,24,984,1,1,1,1
Long,13,2,25,2168,0,0,1,2
Long,13,2,26,1248,1,1,1,1
Long,13,2,27,2382,0,0,1,2
Long,13,2,28,2376,1,1,1,3
Long,13,2,29,2490,0,0,1,3
Long,13,2,30,2240,0,0,1,2
Long,13,3,1,3150,0,0,1,3
Long,13,3,2,1362,1,1,1,3
Long,13,3,3,1668,0,0,1,3
Long,13,3,4,1694,0,1,0,3
Long,13,3,5,1166,1,1,1,2
Long,13,3,6,2380,1,1,1,3
Long,13,3,7,2246,1,1,1,3
Long,13,3,8,2390,0,0,1,1
Long,13,3,9,1360,1,1,1,1
Long,13,3,10,1866,0,0,1,2
Long,13,3,11,2864,0,0,1,3
Long,13,3,12,1434,0,0,1,1
Long,13,3,13,1964,1,1,1,1
Long,13,3,14,3240,0,0,1,2
Long,13,3,15,1178,0,0,1,1
Long,13,3,16,686,0,0,1,1
Long,13,3,17,3182,1,1,1,2
Long,13,3,18,1278,1,1,1,1
Long,13,3,19,1152,1,1,1,2
Long,13,3,20,1534,0,0,1,1
Long,13,3,21,1120,1,1,1,1
Long,13,3,22,1714,0,0,1,2
Long,13,3,23,3200,0,0,1,2
Long,13,3,24,2020,1,1,1,2
Long,13,3,25,1636,0,0,1,2
Long,13,3,26,4362,0,0,1,3
Long,13,3,27,1922,1,1,1,1
Long,13,3,28,3306,1,1,1,2
Long,13,3,29,4196,0,0,1,3
Long,13,3,30,5728,1,1,1,3
Long,13,4,1,1638,1,1,1,2
Long,13,4,2,2500,1,1,1,2
Long,13,4,3,2952,0,0,1,2
Long,13,4,4,3200,0,1,0,3
Long,13,4,5,3574,0,1,0,1
Long,13,4,6,1352,1,1,1,2
Long,13,4,7,2490,1,1,1,1
Long,13,4,8,2730,0,0,1,3
Long,13,4,9,1360,1,1,1,1
Long,13,4,10,2320,0,0,1,2
Long,13,4,11,2416,0,0,1,2
Long,13,4,12,2558,0,0,1,3
Long,13,4,13,1718,0,0,1,1
Long,13,4,14,1876,0,0,1,1
Long,13,4,15,2016,1,1,1,1
Long,13,4,16,2704,0,0,1,1
Long,13,4,17,904,1,1,1,1
Long,13,4,18,2938,1,1,1,2
Long,13,4,19,1084,1,1,1,3
Long,13,4,20,1642,1,1,1,3
Long,13,4,21,1624,0,0,1,1
Long,13,4,22,1872,0,0,1,2
Long,13,4,23,2382,0,0,1,3
Long,13,4,24,3656,0,0,1,3
Long,13,4,25,1120,1,1,1,3
Long,13,4,26,3090,1,1,1,3
Long,13,4,27,1300,1,1,1,2
Long,13,4,28,3844,0,0,1,2
Long,13,4,29,1848,0,0,1,1
Long,13,4,30,4440,0,0,1,3
Long,13,5,1,1824,0,0,1,2
Long,13,5,2,4378,1,1,1,3
Long,13,5,3,2506,1,1,1,2
Long,13,5,4,1190,1,1,1,1
Long,13,5,5,1098,0,0,1,1
Long,13,5,6,2318,1,1,1,3
Long,13,5,7,3622,0,0,1,3
Long,13,5,8,1056,1,1,1,3
Long,13,5,9,2474,0,0,1,1
Long,13,5,10,1050,1,1,1,2
Long,13,5,11,1644,1,1,1,1
Long,13,5,12,1008,1,1,1,2
Long,13,5,13,1750,1,1,1,1
Long,13,5,14,4832,1,1,1,3
Long,13,5,15,2616,0,0,1,2
Long,13,5,16,1282,1,1,1,2
Long,13,5,17,3764,0,0,1,3
Long,13,5,18,3120,0,0,1,3
Long,13,5,19,1734,0,0,1,2
Long,13,5,20,1460,1,1,1,3
Long,13,5,21,2170,0,0,1,2
Long,13,5,22,2410,0,0,1,3
Long,13,5,23,1672,0,0,1,1
Long,13,5,24,1396,0,0,1,1
Long,13,5,25,1826,1,1,1,1
Long,13,5,26,1116,1,1,1,1
Long,13,5,27,982,1,1,1,2
Long,13,5,28,4750,0,0,1,3
Long,13,5,29,2070,0,0,1,2
Long,13,5,30,1246,0,0,1,1
Long,14,1,1,986,1,1,1,1
Long,14,1,2,1322,1,1,1,3
Long,14,1,3,814,1,1,1,2
Long,14,1,4,1008,1,1,1,2
Long,14,1,5,1252,0,0,1,3
Long,14,1,6,1530,1,1,1,1
Long,14,1,7,1202,0,0,1,1
Long,14,1,8,1084,1,1,1,3
Long,14,1,9,1122,1,1,1,1
Long,14,1,10,1508,0,0,1,2
Long,14,1,11,724,1,1,1,1
Long,14,1,12,942,0,0,1,1
Long,14,1,13,826,0,0,1,1
Long,14,1,14,1482,0,0,1,2
Long,14,1,15,1174,0,0,1,2
Long,14,1,16,1476,1,1,1,2
Long,14,1,17,1738,0,0,1,2
Long,14,1,18,950,1,1,1,3
Long,14,1,19,810,1,1,1,2
Long,14,1,20,930,1,1,1,1
Long,14,1,21,1086,1,1,1,2
Long,14,1,22,1684,0,0,1,3
Long,14,1,23,878,0,0,1,1
Long,14,1,24,2400,0,0,1,3
Long,14,1,25,1728,0,0,1,2
Long,14,1,26,2140,0,0,1,3
Long,14,1,27,1662,0,1,0,3
Long,14,1,28,1376,1,1,1,3
Long,14,1,29,1992,0,0,1,3
Long,14,1,30,1152,0,0,1,1
Long,14,2,1,1456,0,0,1,1
Long,14,2,2,1416,1,1,1,3
Long,14,2,3,3156,0,1,0,3
Long,14,2,4,856,1,1,1,1
Long,14,2,5,966,1,1,1,1
Long,14,2,6,888,1,1,1,2
Long,14,2,7,986,1,1,1,2
Long,14,2,8,1442,0,0,1,2
Long,14,2,9,1124,1,1,1,2
Long,14,2,10,1796,0,0,1,2
Long,14,2,11,1098,0,0,1,1
Long,14,2,12,1214,1,1,1,1
Long,14,2,13,870,1,1,1,2
Long,14,2,14,2050,0,0,1,3
Long,14,2,15,838,1,1,1,2
Long,14,2,16,1014,1,1,1,3
Long,14,2,17,2018,0,0,1,3
Long,14,2,18,1162,1,1,1,1
Long,14,2,19,1808,0,0,1,2
Long,14,2,20,1076,0,0,1,1
Long,14,2,21,2964,0,0,1,2
Long,14,2,22,850,1,1,1,1
Long,14,2,23,928,1,1,1,3
Long,14,2,24,1876,0,0,1,2
Long,14,2,25,1562,1,1,1,3
Long,14,2,26,1702,0,0,1,3
Long,14,2,27,2310,0,0,1,1
Long,14,2,28,2928,0,0,1,3
Long,14,2,29,1090,0,0,1,1
Long,14,2,30,2558,0,0,1,3
Long,14,3,1,1250,1,1,1,1
Long,14,3,2,2040,0,0,1,2
Long,14,3,3,1468,0,0,1,1
Long,14,3,4,2618,0,0,1,2
Long,14,3,5,1668,1,1,1,3
Long,14,3,6,1272,0,0,1,2
Long,14,3,7,2338,0,0,1,3
Long,14,3,8,776,1,1,1,2
Long,14,3,9,2324,0,0,1,3
Long,14,3,10,1508,0,0,1,1
Long,14,3,11,2664,0,1,0,3
Long,14,3,12,1166,1,1,1,2
Long,14,3,13,1058,1,1,1,1
Long,14,3,14,2738,0,0,1,3
Long,14,3,15,2096,1,1,1,2
Long,14,3,16,2150,0,0,1,3
Long,14,3,17,1294,1,1,1,3
Long,14,3,18,1150,1,1,1,1
Long,14,3,19,3766,0,0,1,3
Long,14,3,20,1434,1,1,1,1
Long,14,3,21,1412,1,1,1,2
Long,14,3,22,1232,0,0,1,1
Long,14,3,23,750,1,1,1,2
Long,14,3,24,2166,0,0,1,2
Long,14,3,25,3238,1,1,1,3
Long,14,3,26,834,1,1,1,1
Long,14,3,27,1096,1,1,1,3
Long,14,3,28,1318,0,0,1,1
Long,14,3,29,3180,0,0,1,2
Long,14,3,30,1036,0,0,1,1
Long,14,4,1,2008,0,0,1,2
Long,14,4,2,1878,1,1,1,1
Long,14,4,3,2762,1,1,1,3
Long,14,4,4,1126,0,0,1,1
Long,14,4,5,2352,0,0,1,3
Long,14,4,6,2476,0,0,1,3
Long,14,4,7,1484,1,1,1,1
Long,14,4,8,1082,1,1,1,3
Long,14,4,9,936,1,1,1,1
Long,14,4,10,1006,0,0,1,1
Long,14,4,11,1044,1,1,1,1
Long,14,4,12,1294,1,1,1,3
Long,14,4,13,3118,0,0,1,3
Long,14,4,14,1062,1,1,1,1
Long,14,4,15,886,1,1,1,2
Long,14,4,16,1416,0,0,1,2
Long,14,4,17,2668,0,0,1,3
Long,14,4,18,1184,0,0,1,1
Long,14,4,19,1238,0,0,1,1
Long,14,4,20,1516,0,0,1,2
Long,14,4,21,1278,0,0,1,1
Long,14,4,22,1800,1,1,1,3
Long,14,4,23,1076,1,1,1,2
Long,14,4,24,4074,1,1,1,3
Long,14,4,25,3960,1,1,1,2
Long,14,4,26,978,1,1,1,2
Long,14,4,27,996,1,1,1,2
Long,14,4,28,1610,0,0,1,2
Long,14,4,29,3562,0,0,1,3
Long,14,4,30,2162,0,0,1,2
Long,14,5,1,1168,1,1,1,1
Long,14,5,2,2366,1,1,1,2
Long,14,5,3,2418,0,0,1,2
Long,14,5,4,808,0,0,1,1
Long,14,5,5,1178,0,0,1,2
Long,14,5,6,1582,1,1,1,3
Long,14,5,7,928,0,0,1,1
Long,14,5,8,1374,0,0,1,1
Long,14,5,9,3054,0,0,1,3
Long,14,5,10,794,1,1,1,2
Long,14,5,11,1430,1,1,1,3
Long,14,5,12,720,1,1,1,1
Long,14,5,13,938,1,1,1,1
Long,14,5,14,664,1,1,1,2
Long,14,5,15,1064,1,1,1,3
Long,14,5,16,2664,0,0,1,2
Long,14,5,17,806,1,1,1,1
Long,14,5,18,1504,1,1,1,3
Long,14,5,19,722,1,1,1,2
Long,14,5,20,3164,0,0,1,3
Long,14,5,21,1790,0,0,1,2
Long,14,5,22,980,1,1,1,2
Long,14,5,23,2252,0,0,1,3
Long,14,5,24,2394,0,0,1,3
Long,14,5,25,1266,0,0,1,1
Long,14,5,26,2126,0,0,1,3
Long,14,5,27,754,0,0,1,1
Long,14,5,28,848,1,1,1,3
Long,14,5,29,622,1,1,1,1
Long,14,5,30,1700,0,0,1,2
Long,15,1,1,1596,1,1,1,3
Long,15,1,2,980,1,1,1,2
Long,15,1,3,1676,0,0,1,2
Long,15,1,4,646,1,1,1,2
Long,15,1,5,872,0,0,1,2
Long,15,1,6,676,1,1,1,1
Long,15,1,7,730,1,1,1,1
Long,15,1,8,716,1,1,1,2
Long,15,1,9,1768,0,0,1,3
Long,15,1,10,1064,0,0,1,2
Long,15,1,11,680,1,1,1,2
Long,15,1,12,1616,0,0,1,3
Long,15,1,13,1160,0,0,1,1
Long,15,1,14,1440,0,0,1,2
