LineCondition,SubjectNumber,Block,Trial,Time,Key,Exp,Error,Condition
Long,5,4,17,1078,1,1,1,2
Long,5,4,18,3044,1,1,1,2
Long,5,4,19,1032,1,1,1,3
Long,5,4,20,2436,1,1,1,2
Long,5,4,21,1320,0,0,1,3
Long,5,4,22,2054,0,0,1,1
Long,5,4,23,2658,1,1,1,1
Long,5,4,24,1142,1,1,1,3
Long,5,4,25,2870,0,0,1,3
Long,5,4,26,2064,0,0,1,1
Long,5,4,27,1690,0,0,1,3
Long,5,4,28,1658,1,1,1,3
Long,5,4,29,1126,1,1,1,1
Long,5,4,30,2038,0,0,1,2
Long,5,5,1,1160,0,0,1,2
Long,5,5,2,1080,0,0,1,1
Long,5,5,3,1470,0,0,1,2
Long,5,5,4,1470,1,1,1,2
Long,5,5,5,2330,0,0,1,3
Long,5,5,6,762,1,1,1,2
Long,5,5,7,856,1,1,1,2
Long,5,5,8,1134,1,1,1,2
Long,5,5,9,862,1,1,1,3
Long,5,5,10,850,1,1,1,2
Long,5,5,11,2182,1,1,1,3
Long,5,5,12,1380,1,1,1,1
Long,5,5,13,1252,0,0,1,2
Long,5,5,14,2536,1,1,1,1
Long,5,5,15,1724,0,0,1,3
Long,5,5,16,1616,0,0,1,1
Long,5,5,17,776,1,1,1,1
Long,5,5,18,964,0,0,1,1
Long,5,5,19,1888,1,1,1,1
Long,5,5,20,1228,0,0,1,2
Long,5,5,21,3434,1,1,1,3
Long,5,5,22,882,0,0,1,1
Long,5,5,23,892,0,0,1,1
Long,5,5,24,1398,0,0,1,3
Long,5,5,25,1210,1,1,1,3
Long,5,5,26,1228,1,1,1,1
Long,5,5,27,1602,1,1,1,3
Long,5,5,28,1986,0,0,1,2
Long,5,5,29,2436,0,0,1,3
Long,5,5,30,1616,0,0,1,3
Long,6,1,1,3700,0,0,1,3
Long,6,1,2,728,1,1,1,2
Long,6,1,3,1354,0,0,1,1
Long,6,1,4,1140,1,1,1,3
Long,6,1,5,2450,0,0,1,3
Long,6,1,6,2804,0,0,1,3
Long,6,1,7,3236,0,0,1,3
Long,6,1,8,1318,1,1,1,1
Long,6,1,9,1662,0,0,1,2
Long,6,1,10,1600,0,0,1,2
Long,6,1,11,922,1,1,1,1
Long,6,1,12,1176,0,0,1,1
Long,6,1,13,1196,1,1,1,3
Long,6,1,14,1454,0,0,1,1
Long,6,1,15,1112,0,0,1,1
Long,6,1,16,786,1,1,1,2
Long,6,1,17,3430,0,0,1,3
Long,6,1,18,2918,0,0,1,2
Long,6,1,19,914,1,1,1,3
Long,6,1,20,1032,1,1,1,2
Long,6,1,21,1442,1,1,1,2
Long,6,1,22,996,1,1,1,3
Long,6,1,23,842,1,1,1,1
Long,6,1,24,1776,1,1,1,1
Long,6,1,25,1920,0,0,1,2
Long,6,1,26,1194,1,1,1,1
Long,6,1,27,1236,1,1,1,2
Long,6,1,28,1010,0,0,1,1
Long,6,1,29,1936,0,0,1,2
Long,6,1,30,2304,1,1,1,3
Long,6,2,1,1814,0,0,1,2
Long,6,2,2,4480,0,0,1,3
Long,6,2,3,1044,1,1,1,2
Long,6,2,4,654,1,1,1,3
Long,6,2,5,3480,0,0,1,3
Long,6,2,6,1212,1,1,1,2
Long,6,2,7,2172,1,1,1,3
Long,6,2,8,1738,0,0,1,2
Long,6,2,9,1006,0,0,1,1
Long,6,2,10,1114,0,0,1,1
Long,6,2,11,1590,0,0,1,2
Long,6,2,12,1278,1,1,1,2
Long,6,2,13,1080,1,1,1,1
Long,6,2,14,998,0,0,1,2
Long,6,2,15,902,1,1,1,2
Long,6,2,16,862,0,0,1,1
Long,6,2,17,1058,0,1,0,1
Long,6,2,18,4316,0,0,1,3
Long,6,2,19,1392,0,0,1,1
Long,6,2,20,3262,0,0,1,3
Long,6,2,21,1144,1,1,1,3
Long,6,2,22,2310,1,1,1,2
Long,6,2,23,1336,1,1,1,1
Long,6,2,24,1260,1,1,1,3
Long,6,2,25,5824,0,0,1,3
Long,6,2,26,2404,0,0,1,2
Long,6,2,27,1092,1,1,1,1
Long,6,2,28,2424,1,1,1,1
Long,6,2,29,1166,0,0,1,1
Long,6,2,30,1226,1,1,1,3
Long,6,3,1,4486,0,0,1,3
Long,6,3,2,882,1,1,1,1
Long,6,3,3,836,0,0,1,1
Long,6,3,4,2812,0,0,1,2
Long,6,3,5,1202,1,1,1,3
Long,6,3,6,1420,0,0,1,1
Long,6,3,7,1486,0,0,1,1
Long,6,3,8,1220,1,1,1,2
Long,6,3,9,4660,0,0,1,3
Long,6,3,10,1038,1,1,1,1
Long,6,3,11,1610,1,1,1,2
Long,6,3,12,4074,0,0,1,3
Long,6,3,13,1014,1,1,1,2
Long,6,3,14,3900,0,0,1,3
Long,6,3,15,1674,0,0,1,2
Long,6,3,16,2628,0,1,0,3
Long,6,3,17,5156,0,0,1,3
Long,6,3,18,3852,0,0,1,2
Long,6,3,19,2968,0,0,1,2
Long,6,3,20,1502,1,1,1,3
Long,6,3,21,1954,1,1,1,3
Long,6,3,22,1064,1,1,1,1
Long,6,3,23,1056,0,0,1,1
Long,6,3,24,1336,1,1,1,1
Long,6,3,25,1284,1,1,1,2
Long,6,3,26,1854,1,1,1,1
Long,6,3,27,934,1,1,1,3
Long,6,3,28,1852,0,0,1,2
Long,6,3,29,1108,1,1,1,2
Long,6,3,30,966,0,0,1,1
Long,6,4,1,5626,0,0,1,3
Long,6,4,2,4954,0,0,1,3
Long,6,4,3,1110,1,1,1,2
Long,6,4,4,1058,1,1,1,1
Long,6,4,5,1074,0,0,1,1
Long,6,4,6,800,1,1,1,1
Long,6,4,7,3148,1,1,1,3
Long,6,4,8,3038,0,0,1,2
Long,6,4,9,1278,1,1,1,3
Long,6,4,10,1000,1,1,1,1
Long,6,4,11,830,1,1,1,1
Long,6,4,12,1540,0,0,1,1
Long,6,4,13,4140,0,1,0,3
Long,6,4,14,5410,0,0,1,3
Long,6,4,15,1680,0,0,1,1
Long,6,4,16,984,0,0,1,1
Long,6,4,17,2632,0,0,1,2
Long,6,4,18,2094,0,0,1,2
Long,6,4,19,2078,1,1,1,1
Long,6,4,20,1190,1,1,1,2
Long,6,4,21,1050,1,1,1,2
Long,6,4,22,1514,1,1,1,3
Long,6,4,23,5580,0,0,1,3
Long,6,4,24,3952,0,0,1,3
Long,6,4,25,1988,0,0,1,2
Long,6,4,26,1430,1,1,1,2
Long,6,4,27,1080,1,1,1,2
Long,6,4,28,1334,1,1,1,3
Long,6,4,29,1860,0,0,1,2
Long,6,4,30,1154,0,0,1,1
Long,6,5,1,1534,1,1,1,3
Long,6,5,2,1038,1,1,1,2
Long,6,5,3,1856,0,0,1,2
Long,6,5,4,5752,0,0,1,3
Long,6,5,5,772,1,1,1,1
Long,6,5,6,1626,1,1,1,2
Long,6,5,7,1842,1,1,1,1
Long,6,5,8,874,1,1,1,1
Long,6,5,9,2206,1,1,1,3
Long,6,5,10,794,1,1,1,3
Long,6,5,11,2678,0,0,1,3
Long,6,5,12,1984,0,0,1,2
Long,6,5,13,1242,0,0,1,1
Long,6,5,14,4408,0,0,1,3
Long,6,5,15,1394,0,0,1,1
Long,6,5,16,4080,0,0,1,3
Long,6,5,17,1422,1,1,1,2
Long,6,5,18,3266,1,1,1,3
Long,6,5,19,2610,0,0,1,2
Long,6,5,20,3028,1,1,1,2
Long,6,5,21,2444,0,0,1,1
Long,6,5,22,3056,0,0,1,2
Long,6,5,23,2510,0,0,1,2
Long,6,5,24,8066,1,1,1,3
Long,6,5,25,1538,0,0,1,1
Long,6,5,26,1314,0,0,1,1
Long,6,5,27,960,1,1,1,1
Long,6,5,28,922,1,1,1,1
Long,6,5,29,946,1,1,1,2
Long,6,5,30,4964,0,0,1,3
Long,7,1,1,1576,1,1,1,3
Long,7,1,2,1188,0,0,1,2
Long,7,1,3,1256,1,1,1,2
Long,7,1,4,2140,1,1,1,3
Long,7,1,5,2230,1,1,1,1
Long,7,1,6,878,1,1,1,1
Long,7,1,7,1906,0,0,1,3
Long,7,1,8,1164,1,1,1,2
Long,7,1,9,5474,0,1,0,3
Long,7,1,10,1672,0,0,1,1
Long,7,1,11,1304,0,0,1,2
Long,7,1,12,2192,0,0,1,3
Long,7,1,13,1308,0,0,1,1
Long,7,1,14,1378,0,0,1,1
Long,7,1,15,2690,0,0,1,2
Long,7,1,16,1188,1,1,1,2
Long,7,1,17,1328,1,1,1,3
Long,7,1,18,918,1,1,1,2
Long,7,1,19,3076,0,0,1,3
Long,7,1,20,1190,0,0,1,1
Long,7,1,21,794,1,1,1,1
Long,7,1,22,1700,1,1,1,3
Long,7,1,23,1892,1,1,1,1
Long,7,1,24,1656,1,1,1,2
Long,7,1,25,2692,0,0,1,3
Long,7,1,26,1974,0,0,1,2
Long,7,1,27,1722,0,0,1,1
Long,7,1,28,1272,0,0,1,3
Long,7,1,29,1570,1,1,1,1
Long,7,1,30,2512,0,0,1,2
Long,7,2,1,2140,0,0,1,3
Long,7,2,2,1614,0,0,1,1
Long,7,2,3,1190,1,1,1,2
Long,7,2,4,1650,0,1,0,1
Long,7,2,5,2734,0,0,1,2
Long,7,2,6,2084,1,1,1,1
Long,7,2,7,1220,1,1,1,2
Long,7,2,8,1230,1,1,1,3
Long,7,2,9,820,1,1,1,2
Long,7,2,10,1396,0,0,1,1
Long,7,2,11,1626,1,1,1,2
Long,7,2,12,2320,1,1,1,3
Long,7,2,13,1082,1,1,1,1
Long,7,2,14,1520,0,0,1,3
Long,7,2,15,994,0,0,1,1
Long,7,2,16,2616,0,0,1,2
Long,7,2,17,3844,1,1,1,3
Long,7,2,18,1640,1,1,1,3
Long,7,2,19,1924,0,0,1,2
Long,7,2,20,2004,0,0,1,2
Long,7,2,21,2318,0,0,1,2
Long,7,2,22,2094,1,1,1,2
Long,7,2,23,2486,0,0,1,3
Long,7,2,24,1934,0,0,1,3
Long,7,2,25,1996,0,0,1,1
Long,7,2,26,1270,0,0,1,1
Long,7,2,27,2706,0,0,1,3
Long,7,2,28,1898,0,1,0,3
Long,7,2,29,1108,1,1,1,1
Long,7,2,30,1208,1,1,1,1
Long,7,3,1,1090,0,0,1,1
Long,7,3,2,1156,1,1,1,3
Long,7,3,3,1186,1,1,1,3
Long,7,3,4,1878,0,0,1,2
Long,7,3,5,1820,0,0,1,3
Long,7,3,6,1952,0,0,1,3
Long,7,3,7,1484,0,0,1,3
Long,7,3,8,970,1,1,1,2
Long,7,3,9,1146,1,1,1,2
Long,7,3,10,1082,1,1,1,1
Long,7,3,11,1312,1,1,1,2
Long,7,3,12,2414,0,0,1,3
Long,7,3,13,1172,0,0,1,1
Long,7,3,14,1608,1,1,1,1
Long,7,3,15,1034,0,0,1,1
Long,7,3,16,2196,1,1,1,3
Long,7,3,17,1112,1,1,1,1
Long,7,3,18,1412,1,1,1,1
Long,7,3,19,1944,0,0,1,2
Long,7,3,20,1102,0,0,1,1
Long,7,3,21,1738,0,0,1,2
Long,7,3,22,1966,1,1,1,2
Long,7,3,23,1034,1,1,1,1
Long,7,3,24,1910,0,0,1,3
Long,7,3,25,910,1,1,1,2
Long,7,3,26,1174,0,0,1,1
Long,7,3,27,2034,0,0,1,2
Long,7,3,28,1118,1,1,1,3
Long,7,3,29,2648,0,0,1,2
Long,7,3,30,1632,1,1,1,3
Long,7,4,1,2960,0,0,1,3
Long,7,4,2,902,1,1,1,1
Long,7,4,3,902,1,1,1,2
Long,7,4,4,1414,0,0,1,1
Long,7,4,5,658,1,1,1,2
Long,7,4,6,996,1,1,1,2
Long,7,4,7,2106,0,0,1,2
Long,7,4,8,1474,1,1,1,1
Long,7,4,9,990,0,0,1,1
Long,7,4,10,1624,1,1,1,3
Long,7,4,11,1352,0,0,1,2
Long,7,4,12,1954,0,0,1,3
Long,7,4,13,1390,1,1,1,1
Long,7,4,14,1918,1,1,1,3
Long,7,4,15,1752,0,0,1,3
Long,7,4,16,890,1,1,1,1
Long,7,4,17,730,0,0,1,1
Long,7,4,18,1406,1,1,1,3
Long,7,4,19,1474,0,0,1,2
Long,7,4,20,968,1,1,1,3
Long,7,4,21,1602,0,0,1,3
Long,7,4,22,1180,0,0,1,2
Long,7,4,23,1136,0,0,1,2
Long,7,4,24,2416,0,0,1,3
Long,7,4,25,1608,1,1,1,3
Long,7,4,26,1104,0,0,1,1
Long,7,4,27,1060,1,1,1,2
Long,7,4,28,692,0,0,1,1
Long,7,4,29,1248,1,1,1,1
Long,7,4,30,1222,1,1,1,2
Long,7,5,1,1150,1,1,1,1
Long,7,5,2,1126,0,0,1,3
Long,7,5,3,1926,0,0,1,3
Long,7,5,4,670,1,1,1,1
Long,7,5,5,1374,0,0,1,3
Long,7,5,6,1086,1,1,1,1
Long,7,5,7,1044,1,1,1,2
Long,7,5,8,2254,0,1,0,2
Long,7,5,9,1014,0,0,1,1
Long,7,5,10,1850,0,0,1,2
Long,7,5,11,1050,1,1,1,3
Long,7,5,12,2500,1,1,1,2
Long,7,5,13,1178,0,0,1,1
Long,7,5,14,1030,1,1,1,3
Long,7,5,15,1264,1,1,1,2
Long,7,5,16,1404,0,0,1,2
Long,7,5,17,938,1,1,1,2
Long,7,5,18,1552,0,0,1,1
Long,7,5,19,1174,1,1,1,3
Long,7,5,20,796,0,0,1,2
Long,7,5,21,2070,1,1,1,3
Long,7,5,22,782,0,0,1,1
Long,7,5,23,748,0,0,1,1
Long,7,5,24,1764,0,0,1,2
Long,7,5,25,964,1,1,1,1
Long,7,5,26,1214,0,0,1,2
Long,7,5,27,1654,0,0,1,3
Long,7,5,28,1602,0,0,1,3
Long,7,5,29,818,1,1,1,1
Long,7,5,30,1308,1,1,1,3
Long,8,1,1,1260,0,0,1,2
Long,8,1,2,666,1,1,1,1
Long,8,1,3,3146,0,0,1,3
Long,8,1,4,1446,0,0,1,2
Long,8,1,5,710,1,1,1,1
Long,8,1,6,1554,0,0,1,2
Long,8,1,7,1640,1,1,1,3
Long,8,1,8,1036,1,1,1,1
Long,8,1,9,752,1,1,1,1
Long,8,1,10,744,1,1,1,2
Long,8,1,11,1690,1,1,1,3
Long,8,1,12,3682,1,1,1,2
Long,8,1,13,1150,0,0,1,1
Long,8,1,14,1646,0,0,1,3
Long,8,1,15,2746,0,0,1,3
Long,8,1,16,848,1,1,1,3
Long,8,1,17,790,1,1,1,1
Long,8,1,18,1050,0,0,1,1
Long,8,1,19,3442,0,0,1,3
Long,8,1,20,2218,0,0,1,2
Long,8,1,21,812,1,1,1,3
Long,8,1,22,1656,0,0,1,2
Long,8,1,23,1564,0,0,1,1
Long,8,1,24,1480,0,0,1,1
Long,8,1,25,670,1,1,1,3
Long,8,1,26,1038,1,1,1,2
Long,8,1,27,672,1,1,1,2
Long,8,1,28,2216,0,0,1,3
Long,8,1,29,860,1,1,1,2
Long,8,1,30,1664,0,0,1,1
Long,8,2,1,3160,1,1,1,1
Long,8,2,2,1106,0,1,0,2
Long,8,2,3,1990,1,1,1,1
Long,8,2,4,2550,1,1,1,3
Long,8,2,5,2824,1,1,1,3
Long,8,2,6,2380,0,0,1,1
Long,8,2,7,2406,0,0,1,1
Long,8,2,8,694,1,1,1,1
Long,8,2,9,1402,1,1,1,3
Long,8,2,10,2560,0,0,1,2
Long,8,2,11,5192,0,0,1,3
Long,8,2,12,804,1,1,1,2
Long,8,2,13,3582,0,0,1,3
Long,8,2,14,2958,0,0,1,2
Long,8,2,15,2132,0,0,1,1
Long,8,2,16,2840,0,0,1,2
Long,8,2,17,1674,1,1,1,2
Long,8,2,18,1548,0,0,1,1
Long,8,2,19,1066,1,1,1,2
Long,8,2,20,3306,0,0,1,1
Long,8,2,21,2710,0,0,1,2
Long,8,2,22,1598,1,1,1,3
Long,8,2,23,904,1,1,1,1
Long,8,2,24,2576,0,0,1,2
Long,8,2,25,1022,1,1,1,2
Long,8,2,26,682,1,1,1,3
Long,8,2,27,2698,1,1,1,1
Long,8,2,28,3570,0,0,1,3
Long,8,2,29,3556,0,0,1,3
Long,8,2,30,2646,0,0,1,3
Long,8,3,1,1162,1,1,1,1
Long,8,3,2,592,1,1,1,1
Long,8,3,3,2160,0,0,1,3
Long,8,3,4,584,1,1,1,2
Long,8,3,5,808,0,0,1,1
Long,8,3,6,1298,1,1,1,1
Long,8,3,7,2210,0,0,1,3
Long,8,3,8,3764,0,0,1,2
Long,8,3,9,602,1,1,1,2
Long,8,3,10,1174,1,1,1,2
Long,8,3,11,980,1,1,1,3
Long,8,3,12,2954,0,0,1,3
Long,8,3,13,1850,0,0,1,1
Long,8,3,14,2098,0,0,1,1
Long,8,3,15,2000,0,0,1,2
Long,8,3,16,2474,0,0,1,3
Long,8,3,17,1034,1,1,1,3
Long,8,3,18,628,1,1,1,1
Long,8,3,19,1496,0,0,1,2
Long,8,3,20,3876,1,1,1,3
Long,8,3,21,1246,1,1,1,2
Long,8,3,22,3092,0,0,1,3
Long,8,3,23,3078,0,0,1,2
Long,8,3,24,5040,1,1,1,2
Long,8,3,25,2818,0,1,0,3
Long,8,3,26,6104,0,0,1,2
Long,8,3,27,2456,0,0,1,1
Long,8,3,28,2162,0,0,1,1
Long,8,3,29,1882,1,1,1,3
Long,8,3,30,1230,1,1,1,1
Long,8,4,1,2304,1,1,1,3
Long,8,4,2,3730,0,0,1,3
Long,8,4,3,1698,0,0,1,2
Long,8,4,4,4546,1,1,1,2
Long,8,4,5,2262,0,0,1,2
Long,8,4,6,780,0,0,1,1
Long,8,4,7,1704,0,0,1,1
Long,8,4,8,1166,1,1,1,3
Long,8,4,9,3314,0,0,1,1
Long,8,4,10,1350,0,0,1,2
Long,8,4,11,1368,0,0,1,1
Long,8,4,12,3618,0,0,1,3
Long,8,4,13,820,1,1,1,1
Long,8,4,14,2086,0,0,1,3
Long,8,4,15,2526,0,1,0,3
Long,8,4,16,2754,0,0,1,3
Long,8,4,17,1390,1,1,1,3
Long,8,4,18,2204,1,1,1,3
Long,8,4,19,2208,0,0,1,2
Long,8,4,20,826,1,1,1,2
Long,8,4,21,788,1,1,1,2
Long,8,4,22,488,1,1,1,1
Long,8,4,23,2026,1,1,1,1
Long,8,4,24,1800,0,0,1,1
Long,8,4,25,2270,1,1,1,2
Long,8,4,26,1684,0,0,1,2
Long,8,4,27,852,1,1,1,1
Long,8,4,28,802,1,1,1,1
Long,8,4,29,3254,0,0,1,3
Long,8,4,30,4214,0,1,0,2
Long,8,5,1,2172,0,0,1,1
Long,8,5,2,1258,1,1,1,3
Long,8,5,3,1054,1,1,1,1
Long,8,5,4,1296,1,1,1,2
Long,8,5,5,2304,0,0,1,2
Long,8,5,6,2314,0,0,1,1
Long,8,5,7,1954,0,0,1,2
Long,8,5,8,3136,0,0,1,3
Long,8,5,9,1364,1,1,1,1
Long,8,5,10,836,1,1,1,3
Long,8,5,11,796,1,1,1,1
Long,8,5,12,1766,0,0,1,2
Long,8,5,13,3374,1,1,1,3
Long,8,5,14,3436,0,0,1,3
Long,8,5,15,5986,0,0,1,3
Long,8,5,16,1590,0,0,1,1
Long,8,5,17,728,1,1,1,2
Long,8,5,18,1898,0,0,1,1
Long,8,5,19,1428,0,0,1,1
Long,8,5,20,1160,1,1,1,2
Long,8,5,21,5846,0,0,1,3
Long,8,5,22,3326,0,0,1,2
Long,8,5,23,1014,1,1,1,2
Long,8,5,24,3556,1,1,1,3
Long,8,5,25,886,1,1,1,1
Long,8,5,26,1304,1,1,1,1
Long,8,5,27,942,1,1,1,2
Long,8,5,28,4802,0,0,1,2
Long,8,5,29,5224,0,0,1,3
Long,8,5,30,1088,1,1,1,3
Long,9,1,1,1952,1,1,1,2
Long,9,1,2,1862,1,1,1,1
Long,9,1,3,3332,0,1,0,3
Long,9,1,4,3702,0,0,1,3
Long,9,1,5,3290,0,0,1,2
Long,9,1,6,2782,0,0,1,1
Long,9,1,7,2016,1,1,1,1
Long,9,1,8,2550,1,1,1,3
Long,9,1,9,4176,1,1,1,3
Long,9,1,10,4204,1,0,0,3
Long,9,1,11,1876,1,1,1,2
Long,9,1,12,3618,0,0,1,2
Long,9,1,13,3102,0,0,1,1
Long,9,1,14,3548,0,0,1,2
Long,9,1,15,2728,0,0,1,2
Long,9,1,16,2464,1,1,1,1
Long,9,1,17,4946,0,0,1,3
Long,9,1,18,4062,0,0,1,3
Long,9,1,19,2262,0,0,1,1
Long,9,1,20,2540,1,1,1,2
Long,9,1,21,2292,0,0,1,1
Long,9,1,22,1728,1,1,1,2
Long,9,1,23,2772,0,0,1,2
Long,9,1,24,3284,1,1,1,1
Long,9,1,25,2336,1,1,1,1
Long,9,1,26,1646,1,1,1,3
Long,9,1,27,3642,0,0,1,1
Long,9,1,28,2404,1,1,1,3
Long,9,1,29,1044,1,1,1,2
Long,9,1,30,3350,0,0,1,3
Long,9,2,1,3130,0,0,1,2
Long,9,2,2,5160,0,0,1,3
Long,9,2,3,2088,1,1,1,1
Long,9,2,4,1456,1,1,1,1
Long,9,2,5,1640,1,1,1,1
Long,9,2,6,1246,1,1,1,3
Long,9,2,7,2170,1,1,1,2
Long,9,2,8,2474,1,1,1,2
Long,9,2,9,3314,0,0,1,2
Long,9,2,10,1998,0,0,1,1
Long,9,2,11,2126,0,0,1,1
Long,9,2,12,2706,1,1,1,2
Long,9,2,13,2540,1,1,1,1
Long,9,2,14,3174,1,1,1,3
Long,9,2,15,2928,0,0,1,2
Long,9,2,16,3946,0,0,1,3
Long,9,2,17,3326,1,1,1,3
Long,9,2,18,1654,1,1,1,3
Long,9,2,19,4482,0,0,1,3
Long,9,2,20,3126,1,1,1,2
Long,9,2,21,2892,0,0,1,1
Long,9,2,22,4258,0,0,1,1
Long,9,2,23,3084,0,0,1,2
Long,9,2,24,2552,0,0,1,1
Long,9,2,25,2826,1,1,1,2
Long,9,2,26,4158,0,0,1,3
Long,9,2,27,1924,1,1,1,3
Long,9,2,28,4284,1,1,1,1
Long,9,2,29,3236,0,0,1,2
Long,9,2,30,3958,0,0,1,3
Long,9,3,1,2422,1,1,1,2
Long,9,3,2,4498,0,0,1,3
Long,9,3,3,2398,1,1,1,1
Long,9,3,4,2470,1,1,1,2
Long,9,3,5,2694,1,1,1,3
Long,9,3,6,2392,1,1,1,1
Long,9,3,7,5888,0,0,1,3
Long,9,3,8,2838,0,0,1,2
Long,9,3,9,2640,1,1,1,3
Long,9,3,10,3224,0,0,1,2
Long,9,3,11,2954,0,0,1,2
Long,9,3,12,1610,1,1,1,3
Long,9,3,13,2282,0,0,1,1
Long,9,3,14,2358,0,0,1,1
Long,9,3,15,1874,1,1,1,1
Long,9,3,16,2934,1,1,1,2
Long,9,3,17,2616,0,0,1,1
Long,9,3,18,2106,1,1,1,1
Long,9,3,19,4200,0,0,1,2
Long,9,3,20,2682,0,0,1,1
Long,9,3,21,2324,1,1,1,1
Long,9,3,22,2122,0,0,1,1
Long,9,3,23,4646,0,1,0,3
Long,9,3,24,4938,0,0,1,3
Long,9,3,25,4536,0,0,1,3
Long,9,3,26,2798,1,1,1,2
Long,9,3,27,5894,0,0,1,3
Long,9,3,28,2250,1,1,1,3
Long,9,3,29,3234,1,1,1,2
Long,9,3,30,3630,0,0,1,2
Long,9,4,1,1914,1,1,1,2
Long,9,4,2,3388,0,0,1,1
Long,9,4,3,2822,1,1,1,2
Long,9,4,4,2740,1,1,1,3
Long,9,4,5,2778,1,1,1,3
Long,9,4,6,2772,1,1,1,1
Long,9,4,7,3382,1,1,1,1
Long,9,4,8,2596,0,0,1,1
Long,9,4,9,3254,1,1,1,3
Long,9,4,10,2472,1,1,1,1
Long,9,4,11,3606,1,1,1,2
Long,9,4,12,3492,1,1,1,3
Long,9,4,13,5942,0,0,1,3
Long,9,4,14,3196,1,1,1,2
Long,9,4,15,3052,1,1,1,3
Long,9,4,16,5218,0,0,1,2
Long,9,4,17,4284,0,0,1,2
Long,9,4,18,2942,0,0,1,1
Long,9,4,19,2814,1,1,1,1
Long,9,4,20,5466,0,0,1,3
Long,9,4,21,3986,0,0,1,2
Long,9,4,22,4032,0,0,1,2
Long,9,4,23,4242,0,0,1,3
Long,9,4,24,4072,0,0,1,1
Long,9,4,25,3350,0,0,1,1
Long,9,4,26,1150,1,1,1,2
Long,9,4,27,7102,0,0,1,3
Long,9,4,28,4302,0,0,1,3
Long,9,4,29,2510,0,0,1,2
Long,9,4,30,1914,1,1,1,1
Long,9,5,1,3636,0,0,1,2
Long,9,5,2,2732,0,0,1,1
Long,9,5,3,3778,1,1,1,3
Long,9,5,4,3710,1,1,1,3
Long,9,5,5,3674,1,1,1,3
Long,9,5,6,2032,1,1,1,1
Long,9,5,7,2388,1,1,1,2
Long,9,5,8,3542,0,0,1,2
Long,9,5,9,3368,0,0,1,2
Long,9,5,10,1950,1,1,1,2
Long,9,5,11,4132,0,0,1,3
Long,9,5,12,2844,1,1,1,2
Long,9,5,13,3718,0,0,1,3
Long,9,5,14,2456,1,1,1,1
Long,9,5,15,2146,0,0,1,1
Long,9,5,16,3196,0,0,1,3
Long,9,5,17,2274,0,0,1,1
Long,9,5,18,1792,1,1,1,1
Long,9,5,19,1918,1,1,1,1
Long,9,5,20,5128,0,0,1,3
Long,9,5,21,4314,1,1,1,3
Long,9,5,22,2384,1,1,1,2
Long,9,5,23,1858,1,1,1,3
Long,9,5,24,1554,1,1,1,1
Long,9,5,25,2312,0,0,1,1
Long,9,5,26,2208,1,1,1,2
Long,9,5,27,3034,0,0,1,2
Long,9,5,28,2954,0,0,1,2
Long,9,5,29,4144,0,0,1,3
Long,9,5,30,1950,0,0,1,1
Long,10,1,1,1104,1,1,1,1
Long,10,1,2,1062,1,1,1,3
Long,10,1,3,932,0,0,1,1
Long,10,1,4,1786,1,1,1,3
Long,10,1,5,2818,0,0,1,3
Long,10,1,6,1952,0,1,0,2
Long,10,1,7,1574,0,0,1,2
Long,10,1,8,858,1,1,1,1
Long,10,1,9,894,1,1,1,3
Long,10,1,10,1374,0,0,1,1
Long,10,1,11,1118,1,1,1,3
Long,10,1,12,3672,0,0,1,3
Long,10,1,13,1536,0,0,1,2
Long,10,1,14,1000,1,1,1,2
Long,10,1,15,2142,0,0,1,1
Long,10,1,16,960,1,1,1,2
Long,10,1,17,1432,0,0,1,2
Long,10,1,18,970,0,0,1,1
Long,10,1,19,3404,0,0,1,3
Long,10,1,20,766,1,1,1,1
Long,10,1,21,1340,1,1,1,2
Long,10,1,22,736,1,1,1,2
Long,10,1,23,794,1,1,1,1
Long,10,1,24,2748,0,0,1,2
Long,10,1,25,744,1,1,1,3
Long,10,1,26,2130,0,0,1,3
Long,10,1,27,2254,0,0,1,2
Long,10,1,28,900,1,1,1,1
Long,10,1,29,2814,0,0,1,3
Long,10,1,30,876,0,0,1,1
Long,10,2,1,2314,0,0,1,3
Long,10,2,2,1770,1,1,1,3
Long,10,2,3,756,1,1,1,1
Long,10,2,4,948,1,1,1,1
Long,10,2,5,1030,1,1,1,2
Long,10,2,6,890,1,1,1,3
Long,10,2,7,1580,0,0,1,2
Long,10,2,8,1712,1,1,1,3
Long,10,2,9,1060,1,1,1,2
Long,10,2,10,946,1,1,1,1
Long,10,2,11,1036,0,0,1,1
Long,10,2,12,1504,1,1,1,3
Long,10,2,13,2564,0,0,1,2
Long,10,2,14,962,0,0,1,1
Long,10,2,15,3068,0,0,1,3
Long,10,2,16,2306,0,0,1,3
Long,10,2,17,2386,1,1,1,2
Long,10,2,18,3524,0,0,1,3
Long,10,2,19,1682,0,0,1,2
Long,10,2,20,1290,1,1,1,3
Long,10,2,21,1010,1,1,1,2
Long,10,2,22,1296,0,0,1,1
Long,10,2,23,944,1,1,1,1
Long,10,2,24,2100,0,0,1,2
Long,10,2,25,1666,0,0,1,2
Long,10,2,26,1812,0,0,1,3
Long,10,2,27,1304,0,0,1,1
Long,10,2,28,888,1,1,1,2
Long,10,2,29,946,0,0,1,1
