1,1,1,5552,1,1,1,3
1,1,2,712,1,1,1,1
1,1,3,972,1,1,1,2
1,1,4,1220,0,0,1,3
1,1,5,1700,1,1,1,3
1,1,6,2460,0,0,1,2
1,1,7,868,1,1,1,3
1,1,8,1102,0,0,1,1
1,1,9,0,9999,0,0,2
1,1,10,870,0,0,1,2
1,1,11,818,0,0,1,1
1,1,12,1004,1,1,1,2
1,1,13,1010,1,1,1,1
1,1,14,2014,0,0,1,1
1,1,15,2062,0,0,1,2
1,1,16,1080,0,0,1,2
1,1,17,1238,1,1,1,1
1,1,18,2796,0,0,1,3
1,1,19,1156,0,0,1,1
1,1,20,746,1,1,1,1
1,1,21,1882,1,1,1,2
1,1,22,1040,1,1,1,3
1,1,23,2626,0,0,1,3
1,1,24,2396,0,0,1,3
1,1,25,1052,1,1,1,1
1,1,26,3044,0,0,1,1
1,1,27,1020,1,1,1,2
1,1,28,1848,0,0,1,3
1,1,29,1584,1,1,1,3
1,1,30,1132,0,1,0,2
1,2,1,3162,1,1,1,3
1,2,2,1548,0,0,1,2
1,2,3,2402,0,0,1,3
1,2,4,874,1,1,1,1
1,2,5,2484,0,0,1,2
1,2,6,2068,1,1,1,2
1,2,7,830,1,1,1,1
1,2,8,2204,1,1,1,2
1,2,9,2032,0,0,1,3
1,2,10,2174,1,1,1,3
1,2,11,3828,0,0,1,1
1,2,12,820,0,0,1,1
1,2,13,1580,1,1,1,1
1,2,14,840,1,1,1,1
1,2,15,2072,0,0,1,3
1,2,16,1018,1,1,1,3
1,2,17,1292,0,0,1,1
1,2,18,1094,1,1,1,2
1,2,19,2890,0,0,1,3
1,2,20,728,1,1,1,3
1,2,21,730,1,1,1,2
1,2,22,1892,0,0,1,3
1,2,23,928,0,0,1,1
1,2,24,1244,1,1,1,3
1,2,25,1450,0,0,1,2
1,2,26,858,1,1,1,1
1,2,27,1286,0,0,1,2
1,2,28,2336,0,0,1,1
1,2,29,1686,0,0,1,2
1,2,30,2046,0,1,0,2
1,3,1,1114,0,0,1,1
1,3,2,966,0,0,1,2
1,3,3,568,0,1,0,1
1,3,4,882,1,1,1,1
1,3,5,1620,0,0,1,2
1,3,6,3596,0,0,1,2
1,3,7,706,0,0,1,1
1,3,8,846,1,1,1,2
1,3,9,1340,0,0,1,1
1,3,10,3368,0,0,1,3
1,3,11,1508,1,1,1,3
1,3,12,918,1,1,1,2
1,3,13,1942,1,1,1,3
1,3,14,1852,0,0,1,3
1,3,15,924,1,1,1,2
1,3,16,900,1,1,1,2
1,3,17,724,1,1,1,1
1,3,18,926,1,1,1,2
1,3,19,1074,1,1,1,3
1,3,20,1896,0,0,1,3
1,3,21,908,1,1,1,1
1,3,22,1004,1,1,1,3
1,3,23,1682,0,1,0,3
1,3,24,852,0,0,1,1
1,3,25,2018,0,0,1,3
1,3,26,3120,0,0,1,2
1,3,27,4048,0,0,1,1
1,3,28,1062,1,1,1,1
1,3,29,2302,0,0,1,2
1,3,30,1800,0,0,1,3
1,4,1,1778,1,1,1,2
1,4,2,970,0,0,1,2
1,4,3,748,0,0,1,1
1,4,4,804,0,1,0,2
1,4,5,1310,0,0,1,2
1,4,6,2444,0,0,1,3
1,4,7,2864,1,1,1,3
1,4,8,1464,0,0,1,1
1,4,9,1328,0,0,1,2
1,4,10,1678,0,0,1,1
1,4,11,1862,0,0,1,3
1,4,12,964,1,1,1,1
1,4,13,958,1,1,1,3
1,4,14,978,1,1,1,1
1,4,15,1914,0,0,1,3
1,4,16,1834,0,0,1,1
1,4,17,2340,0,0,1,3
1,4,18,1658,0,0,1,1
1,4,19,950,1,1,1,1
1,4,20,1426,1,1,1,3
