1,1,1,2740,0,0,1,1
1,1,2,3530,0,0,1,1
1,1,3,830,1,1,1,2
1,1,4,2382,0,0,1,2
1,1,5,2632,0,0,1,2
1,1,6,920,1,1,1,3
1,1,7,3176,0,0,1,2
1,1,8,992,1,1,1,3
1,1,9,888,1,0,0,1
1,1,10,986,1,1,1,2
1,1,11,2354,1,1,1,1
1,1,12,784,1,1,1,3
1,1,13,772,1,1,1,1
1,1,14,1162,1,1,1,2
1,1,15,648,1,1,1,2
1,1,16,810,1,1,1,2
1,1,17,4210,0,0,1,2
1,1,18,698,1,1,1,1
1,1,19,2152,1,1,1,1
1,1,20,3872,0,0,1,3
1,1,21,818,1,1,1,3
1,1,22,3066,0,0,1,1
1,1,23,1488,1,1,1,1
1,1,24,3196,0,0,1,3
1,1,25,3820,0,1,0,3
1,1,26,4362,0,0,1,3
1,1,27,2404,0,0,1,1
1,1,28,2890,0,0,1,3
1,1,29,2096,0,0,1,2
1,1,30,3776,0,0,1,3
1,2,1,1928,1,1,1,3
1,2,2,1000,1,1,1,2
1,2,3,5072,0,0,1,3
1,2,4,1742,0,0,1,2
1,2,5,1090,1,1,1,2
1,2,6,926,1,1,1,1
1,2,7,3086,0,0,1,1
1,2,8,2488,1,1,1,1
1,2,9,1486,1,1,1,3
1,2,10,2356,1,1,1,2
1,2,11,1552,1,1,1,3
1,2,12,688,1,1,1,1
1,2,13,2862,1,1,1,3
1,2,14,3468,0,0,1,2
1,2,15,3344,0,0,1,1
1,2,16,3118,0,0,1,3
1,2,17,2022,0,0,1,1
1,2,18,2604,0,0,1,3
1,2,19,3184,0,0,1,2
1,2,20,3256,0,0,1,2
1,2,21,4264,0,0,1,3
1,2,22,3138,0,0,1,2
1,2,23,3056,1,1,1,1
1,2,24,3684,0,0,1,3
1,2,25,2272,1,1,1,2
1,2,26,1806,1,1,1,1
1,2,27,1196,1,1,1,2
1,2,28,2956,0,0,1,1
1,2,29,3276,0,0,1,1
1,2,30,4706,1,1,1,3
1,3,1,2986,1,1,1,3
1,3,2,942,1,1,1,1
1,3,3,3050,0,0,1,3
1,3,4,1240,1,1,1,3
1,3,5,2782,0,0,1,1
1,3,6,840,1,1,1,1
1,3,7,894,1,1,1,2
1,3,8,1464,0,0,1,2
1,3,9,3168,0,0,1,1
1,3,10,2178,0,0,1,2
1,3,11,2146,1,1,1,2
1,3,12,3666,0,0,1,3
1,3,13,2330,0,0,1,1
1,3,14,2706,1,1,1,1
1,3,15,2780,1,1,1,3
1,3,16,4044,0,0,1,3
1,3,17,790,1,1,1,1
1,3,18,1098,1,1,1,3
1,3,19,3188,0,0,1,2
1,3,20,1556,1,1,1,1
1,3,21,4530,0,0,1,3
1,3,22,3000,0,0,1,2
1,3,23,972,0,0,1,1
1,3,24,2044,0,0,1,2
1,3,25,2520,0,0,1,1
1,3,26,1468,1,1,1,3
1,3,27,1570,1,1,1,2
1,3,28,3056,0,0,1,3
1,3,29,1244,1,1,1,2
1,3,30,962,1,1,1,2
1,4,1,2986,0,0,1,1
1,4,2,2822,0,0,1,1
1,4,3,1154,1,1,1,2
1,4,4,3432,0,0,1,3
1,4,5,646,1,1,1,1
1,4,6,2160,0,0,1,2
1,4,7,4258,0,0,1,2
1,4,8,716,1,1,1,1
1,4,9,3254,0,0,1,3
1,4,10,840,0,0,1,1
1,4,11,4104,0,1,0,3
1,4,12,1554,1,1,1,3
1,4,13,952,1,1,1,2
1,4,14,4308,0,0,1,1
