SubjectNumber,Block,Trial,Time,Key,Exp,Error,Condition
15,3,13,1166,0,0,1,3
15,3,14,718,1,1,1,1
15,3,15,736,0,0,1,1
15,3,16,778,1,1,1,1
15,3,17,734,0,0,1,2
15,3,18,1000,0,0,1,3
15,3,19,1030,1,1,1,3
15,3,20,752,0,1,0,3
15,3,21,792,1,1,1,1
15,3,22,804,1,1,1,1
15,3,23,1950,0,0,1,3
15,3,24,1316,0,0,1,2
15,3,25,1044,1,1,1,3
15,3,26,846,1,1,1,1
15,3,27,698,1,1,1,2
15,3,28,1086,1,1,1,2
15,3,29,1164,0,0,1,2
15,3,30,746,0,0,1,1
15,4,1,694,1,1,1,1
15,4,2,788,0,0,1,1
15,4,3,856,0,0,1,2
15,4,4,750,1,1,1,2
15,4,5,702,1,1,1,1
15,4,6,874,1,1,1,2
15,4,7,556,1,1,1,1
15,4,8,1456,0,0,1,3
15,4,9,1512,0,0,1,2
15,4,10,1058,0,0,1,2
15,4,11,1524,0,0,1,2
15,4,12,1556,0,0,1,3
15,4,13,922,0,0,1,3
15,4,14,688,0,0,1,1
15,4,15,638,0,0,1,1
15,4,16,810,1,1,1,3
15,4,17,946,0,0,1,1
15,4,18,588,1,1,1,1
15,4,19,756,0,1,0,2
15,4,20,1220,0,0,1,3
15,4,21,1964,1,1,1,3
15,4,22,1272,1,1,1,3
15,4,23,842,0,0,1,1
15,4,24,856,1,1,1,2
15,4,25,582,1,1,1,1
15,4,26,1070,0,0,1,2
15,4,27,652,0,1,0,3
15,4,28,1564,1,1,1,2
15,4,29,1778,0,1,0,3
15,4,30,2546,0,0,1,3
15,5,1,894,0,0,1,1
15,5,2,822,0,0,1,2
15,5,3,672,1,1,1,1
15,5,4,1416,1,1,1,3
15,5,5,1828,0,0,1,2
15,5,6,1246,0,0,1,3
15,5,7,570,0,0,1,1
15,5,8,806,1,1,1,2
15,5,9,1096,0,0,1,2
15,5,10,1500,0,0,1,2
15,5,11,1776,0,0,1,3
15,5,12,966,1,1,1,2
15,5,13,984,0,0,1,1
15,5,14,866,1,1,1,2
15,5,15,790,1,1,1,2
15,5,16,1234,0,0,1,1
15,5,17,616,1,1,1,1
15,5,18,638,1,1,1,1
15,5,19,1330,1,1,1,3
15,5,20,1894,0,0,1,3
15,5,21,938,1,1,1,2
15,5,22,536,1,1,1,1
15,5,23,1654,0,1,0,3
15,5,24,1146,0,0,1,2
15,5,25,672,1,1,1,1
15,5,26,1152,1,1,1,3
15,5,27,2128,0,0,1,3
15,5,28,2908,0,0,1,3
15,5,29,1320,0,0,1,1
15,5,30,1270,1,1,1,3
16,1,1,2632,1,1,1,1
16,1,2,1696,0,0,1,3
16,1,3,768,1,1,1,2
16,1,4,782,0,0,1,1
16,1,5,578,1,1,1,2
16,1,6,2308,0,0,1,2
16,1,7,1134,0,1,0,3
16,1,8,2750,0,0,1,1
16,1,9,1940,0,0,1,3
16,1,10,978,1,1,1,3
16,1,11,906,0,0,1,1
16,1,12,1946,0,0,1,3
16,1,13,664,0,0,1,1
16,1,14,912,1,1,1,3
16,1,15,848,1,1,1,1
16,1,16,908,0,1,0,2
16,1,17,2812,0,0,1,1
16,1,18,1098,1,1,1,1
16,1,19,2206,1,1,1,3
16,1,20,1220,1,1,1,2
16,1,21,1394,0,0,1,2
16,1,22,1090,0,0,1,2
16,1,23,808,1,1,1,3
16,1,24,1370,1,1,1,2
16,1,25,724,1,1,1,1
16,1,26,534,1,1,1,1
16,1,27,798,0,0,1,2
16,1,28,1752,0,0,1,2
16,1,29,2234,0,0,1,3
16,1,30,1730,0,0,1,3
16,2,1,2072,1,1,1,1
16,2,2,1218,0,0,1,2
16,2,3,1138,1,1,1,2
16,2,4,754,1,1,1,1
16,2,5,1922,1,1,1,3
16,2,6,1114,0,0,1,1
16,2,7,1732,0,0,1,2
16,2,8,872,1,1,1,1
16,2,9,1500,1,1,1,3
16,2,10,792,1,1,1,1
16,2,11,1356,0,0,1,1
16,2,12,742,1,1,1,3
16,2,13,1552,0,0,1,2
16,2,14,926,0,0,1,1
16,2,15,1396,0,0,1,1
16,2,16,1706,0,0,1,3
16,2,17,1982,0,0,1,3
16,2,18,1728,0,0,1,3
16,2,19,2004,1,1,1,3
16,2,20,1054,1,1,1,2
16,2,21,1366,0,0,1,3
16,2,22,1712,0,0,1,3
16,2,23,1958,0,1,0,3
16,2,24,1274,1,1,1,2
16,2,25,1398,1,1,1,2
16,2,26,2740,0,0,1,2
16,2,27,1008,1,1,1,2
16,2,28,1782,0,0,1,2
16,2,29,1108,1,1,1,1
16,2,30,1126,0,0,1,1
16,3,1,4908,0,0,1,3
16,3,2,1892,0,0,1,1
16,3,3,1208,0,0,1,2
16,3,4,1576,1,1,1,3
16,3,5,756,1,1,1,2
16,3,6,1372,0,0,1,1
16,3,7,1378,1,1,1,2
16,3,8,3194,0,0,1,3
16,3,9,1458,1,1,1,2
16,3,10,1474,1,1,1,3
16,3,11,1160,0,0,1,1
16,3,12,1286,0,0,1,2
16,3,13,1000,0,0,1,2
16,3,14,798,1,1,1,1
16,3,15,1424,0,0,1,3
16,3,16,2172,1,1,1,3
16,3,17,746,1,1,1,1
16,3,18,1034,0,0,1,1
16,3,19,798,1,1,1,1
16,3,20,1786,0,0,1,3
16,3,21,1200,0,0,1,2
16,3,22,1514,1,1,1,3
16,3,23,1004,1,1,1,2
16,3,24,1602,1,1,1,3
16,3,25,1284,1,1,1,2
16,3,26,5302,0,0,1,3
16,3,27,758,1,1,1,1
16,3,28,1262,0,0,1,2
16,3,29,1026,0,0,1,1
16,3,30,934,1,1,1,1
16,4,1,2108,1,1,1,2
16,4,2,728,1,1,1,2
16,4,3,1578,0,0,1,2
16,4,4,3084,0,0,1,3
16,4,5,878,1,1,1,3
16,4,6,2242,0,0,1,3
16,4,7,810,1,1,1,3
16,4,8,698,1,1,1,2
16,4,9,1096,0,0,1,2
16,4,10,1300,0,0,1,1
16,4,11,1044,1,1,1,3
16,4,12,772,1,1,1,3
16,4,13,978,1,1,1,1
16,4,14,2164,0,0,1,3
16,4,15,1132,0,0,1,2
16,4,16,804,0,0,1,1
16,4,17,1184,0,0,1,2
16,4,18,874,1,1,1,1
16,4,19,1060,1,1,1,2
16,4,20,830,0,0,1,1
16,4,21,668,1,1,1,1
16,4,22,604,0,0,1,1
16,4,23,2004,0,0,1,3
16,4,24,1204,0,0,1,2
16,4,25,1504,1,1,1,3
16,4,26,658,1,1,1,1
16,4,27,602,1,1,1,1
16,4,28,562,1,1,1,2
16,4,29,1604,0,0,1,3
16,4,30,870,0,0,1,1
16,5,1,1846,1,1,1,3
16,5,2,1696,1,1,1,3
16,5,3,1174,1,1,1,2
16,5,4,578,1,1,1,1
16,5,5,1956,0,0,1,1
16,5,6,922,1,1,1,3
16,5,7,2456,0,0,1,3
16,5,8,570,1,1,1,2
16,5,9,588,1,1,1,1
16,5,10,2364,0,0,1,3
16,5,11,822,0,0,1,1
16,5,12,774,0,0,1,1
16,5,13,828,0,0,1,2
16,5,14,1340,0,0,1,2
16,5,15,744,1,1,1,1
16,5,16,808,1,1,1,2
16,5,17,1202,0,0,1,2
16,5,18,628,1,1,1,1
16,5,19,1032,1,1,1,3
16,5,20,1586,0,0,1,3
16,5,21,982,0,0,1,1
16,5,22,1086,0,0,1,2
16,5,23,802,0,0,1,2
16,5,24,878,0,1,0,3
16,5,25,768,1,1,1,1
16,5,26,2374,1,1,1,2
16,5,27,624,1,1,1,2
16,5,28,2988,0,0,1,3
16,5,29,4096,0,0,1,3
16,5,30,1100,0,0,1,1
